destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,destination_image_path,ratings,popularity,crowd_level
102,maghe,ilam,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Ilam Bazaar and local trails,26.935,87.945,1,"Maghe is a culturally significant time and place in Nepal, often associated with the Maghe Sankranti festival. In eastern Nepal, villages celebrate this occasion with fairs, rituals, and traditional feasts, marking the transition of the sun into Capricorn.","From Kathmandu, travel toward Ilam or Panchthar District and continue to Maghe village region.",117,A peaceful village offering insight into local life and rural harmony.,Maghe\download (1).jpeg; Maghe\download (2).jpeg; Maghe\download (3).jpeg; Maghe\download (4).jpeg; Maghe\download.jpeg,4.5,29.3,Low
103,bhawanitole,ilam,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Ilam Bazaar and local trails,26.94,87.95,1,"Bhawanitole is a settlement in eastern Nepal known for its agricultural lifestyle and community traditions. It reflects the rural charm of the region, with terraced fields and simple village culture.","From Kathmandu, travel toward Morang or Sunsari District and continue to Bhawanitole settlement.",115,A friendly locality blending traditional homes with scenic backdrops.,Bhawanitole\download (1).jpeg; Bhawanitole\download (2).jpeg; Bhawanitole\download (3).jpeg; Bhawanitole\download (5).jpeg; Bhawanitole\download.jpeg,4.4,28.9,Low
104,panchkanya,ilam,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Tea garden visits, Photography",Moderate,Road access via Ilam Bazaar and local trails,26.945,87.955,1,"Panchkanya is a locality named after the five goddesses (Kanyas) in Hindu tradition. It is often associated with temples and religious gatherings, serving as a spiritual hub for nearby communities.","From Kathmandu, travel by road toward Dhankuta District and continue locally to reach Panchkanya village.",405,A culturally significant area named after the five goddesses of Hindu mythology.,Panchkanya\download (1).jpeg; Panchkanya\download (2).jpeg; Panchkanya\download (3).jpeg; Panchkanya\download (4).jpeg; Panchkanya\download.jpeg,4,40.5,Moderate
105,premejung,ilam,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Tea garden visits, Photography",Moderate,Road access via Ilam Bazaar and local trails,26.95,87.96,1,"Premejung is a village in Taplejung district, surrounded by hills and forests. It represents the traditional Himalayan lifestyle, with farming and cultural practices rooted in Kirati heritage.","From Kathmandu, drive or fly to Taplejung and continue by local route to Premejung village area.",428,A hidden hillside village with pristine landscapes and warm locals.,Premejung\download (1).jpeg; Premejung\download (2).jpeg; Premejung\download (3).jpeg; Premejung\download (5).jpeg; Premejung\download.jpeg,4.2,42.8,Moderate
106,shree antu,ilam,"Mar-May, Sep-Nov","Hills, Sunrise View, Tea Gardens",Natural Attractions,"Trekking, Sunrise Photography, Tea garden visits",Moderate,Road access via Ilam Bazaar and local trails,26.911,87.921,1,"Shree Antu in Ilam is a famous sunrise viewpoint at 1,977 meters. It offers panoramic views of Kanchenjunga and Darjeeling hills, surrounded by tea gardens and homestays that highlight Lepcha culture.","From Kathmandu, drive or fly to Bhadrapur and continue uphill toward Ilam to reach Shree Antu, famous for sunrise views.",125,Famous for stunning sunrise views and endless tea gardens.,,4.4,31.4,Low
107,samalbung,ilam,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Tea garden visits, Photography",Moderate,Road access via Ilam Bazaar and local trails,26.955,87.965,1,"Samalbung is a rural settlement in Ilam district, known for its tea gardens and cultural diversity. It is a peaceful village reflecting the harmony of Rai, Limbu, and other communities.","From Kathmandu, travel toward Ilam District and continue locally to Samalbung village.",60,A serene hillside hamlet offering calmness and local hospitality.,Samalbung\download (1).jpeg; Samalbung\download (2).jpeg; Samalbung\download (3).jpeg; Samalbung\download (4).jpeg; Samalbung\download.jpeg,4.2,15.2,Low
108,"jhandi danda, rambhyang",ilam,"March–May, Sep–Nov","Hills, Nature, Trekking, Scenic View",Natural Attractions,"Trekking, Hiking, Photography",Moderate,Road access via Ilam Bazaar and local trails,26.96,87.97,1,"Jhandi Danda in Rambhyang is a scenic hilltop viewpoint offering wide views of valleys and distant mountains. It is popular for short hikes and local gatherings, especially during festivals.","From Kathmandu, travel to Ilam District and continue toward Rambhyang to reach Jhandi Danda viewpoint.",381,A scenic ridge ideal for sunrise views and peaceful walks.,"Jhandi Danda, Rambhyang\download (1).jpeg; Jhandi Danda, Rambhyang\download (2).jpeg; Jhandi Danda, Rambhyang\download (3).jpeg; Jhandi Danda, Rambhyang\download (5).jpeg; Jhandi Danda, Rambhyang\download.jpeg",4.4,38.1,Moderate
109,dhunge dhara mandir,ilam,Year-round,"Religious, Temple, Cultural",Cultural & Religious Sites,"Pilgrimage, Worship, Photography",Easy,Road access via Ilam Bazaar and local roads,26.965,87.975,1,"Dhunge Dhara Mandir is a temple built near a traditional stone water spout (dhunge dhara). Such temples are culturally significant, combining religious worship with ancient water systems that sustained communities.","From Kathmandu, travel toward Dhankuta or nearby eastern hill areas to visit the local Dhunge Dhara Mandir temple.",427,A small stone-temple site with historical and religious value.,Dhunge dhara mandir\download (1).jpeg; Dhunge dhara mandir\download (2).jpeg; Dhunge dhara mandir\download (3).jpeg; Dhunge dhara mandir\download (4).jpeg; Dhunge dhara mandir\download.jpeg,3.9,42.7,Moderate
110,thalthale pokhari (targaun),ilam,"March–May, Sep–Nov","Hills, Nature, Pond, Scenic",Natural Attractions,"Trekking, Nature Walks, Photography",Moderate,Road access via Ilam Bazaar and local trails,26.97,87.98,1,"Thalthale Pokhari in Targaun is a serene pond surrounded by forests and hills. It is a local pilgrimage and picnic spot, offering natural beauty and peaceful surroundings","From Kathmandu, drive toward Dhankuta District and continue to Targaun village to visit Thalthale Pokhari.",69,A tranquil pond surrounded by greenery and calm air.,Thalthale Pokhari (Targaun)\download (1).jpeg; Thalthale Pokhari (Targaun)\download (2).jpeg; Thalthale Pokhari (Targaun)\download (3).jpeg; Thalthale Pokhari (Targaun)\download (5).jpeg; Thalthale Pokhari (Targaun)\download.jpeg,4,17.4,Low
111,fajeegoun,ilam,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Ilam Bazaar and local trails,26.975,87.985,1,"Fajeegoun is a village in eastern Nepal, reflecting traditional farming practices and Kirati culture. It is surrounded by terraced fields and forests, making it a scenic rural settlement.","From Kathmandu, travel by road toward Sankhuwasabha District and continue locally to Fajeegoun village.",91,A small village preserving authentic Limbu heritage and traditions.,Fajeegoun\download (1).jpeg; Fajeegoun\download (2).jpeg; Fajeegoun\download (3).jpeg; Fajeegoun\download (4).jpeg; Fajeegoun\download.jpeg,4,22.9,Low
112,pashupatinagar,ilam,Year-round,"Religious, Temple, Rural",Cultural & Religious Sites,"Pilgrimage, Cultural Exploration, Local Trade",Easy,Road access via Ilam Bazaar and nearby roads,26.98,87.99,1,"Pashupatinagar in Ilam lies on the Nepal-India border, serving as a trade hub with Darjeeling. It is known for its tea gardens, cultural diversity, and bustling market atmosphere.","From Kathmandu, drive or fly to Bhadrapur and continue uphill toward Ilam to reach Pashupatinagar near the Nepal–India border.",86,A charming border town known for tea markets and hilly beauty.,Pashupatinagar\download (1).jpeg; Pashupatinagar\download (2).jpeg; Pashupatinagar\download (3).jpeg; Pashupatinagar\download (5).jpeg; Pashupatinagar\download.jpeg,4.1,21.7,Low
113,mankhim mandir,ilam,Year-round,"Religious, Temple, Cultural",Cultural & Religious Sites,"Pilgrimage, Worship, Trekking, Photography",Moderate,Road + Short Hike,26.985,87.995,1,"Mankhim Mandir is a sacred temple of the Rai community, located in Aambung, Ilam. It is dedicated to Sumnima-Paruhang, the deities of Kirati religion, and is an important pilgrimage site.","From Kathmandu, travel toward Ilam or border region near Sikkim and continue to Mankhim Mandir viewpoint area.",87,A hilltop temple offering panoramic views and peaceful prayer atmosphere.,Mankhim mandir\download (1).jpeg; Mankhim mandir\download (2).jpeg; Mankhim mandir\download (3).jpeg; Mankhim mandir\download (4).jpeg; Mankhim mandir\download.jpeg,3.9,21.8,Low
114,pothukatla,ilam,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Ilam Bazaar and local trails,26.99,88,1,"Pothukatla is a rural settlement in eastern Nepal, reflecting traditional village life. It is surrounded by hills and agricultural fields, offering a glimpse into local culture","From Kathmandu, drive toward Panchthar District and continue locally to Pothukatla village.",103,A rural village surrounded by lush hills and scenic trails.,Pothukatla\download (1).jpeg; Pothukatla\download (2).jpeg; Pothukatla\download (3).jpeg; Pothukatla\download (5).jpeg; Pothukatla\download.jpeg,4.3,25.9,Low
115,rungsung,ilam,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Ilam Bazaar and local trails,26.995,88.005,1,"Rungsung is a village in Taplejung district, known for its traditional Kirati culture and scenic landscapes. It is surrounded by hills and forests, offering a peaceful rural environment.","From Kathmandu, travel toward Panchthar District and continue locally to Rungsung village.",111,A traditional highland settlement known for simplicity and scenic landscapes.,Rungsung\download (1).jpeg; Rungsung\download (2).jpeg; Rungsung\download (3).jpeg; Rungsung\download (4).jpeg; Rungsung\download.jpeg,4.4,27.9,Low
116,tin talaay waterfall,ilam,Jun–Sep,"Waterfall, Nature, Hills",Natural Attractions,"Trekking, Sightseeing, Photography",Moderate,Road and trekking trails from Ilam Bazaar,27,88.01,1,"Tin Talaay Waterfall is a natural attraction in eastern Nepal, cascading beautifully amidst forests and hills. It is a popular spot for short treks and picnics, offering refreshing scenery.","From Kathmandu, drive toward Dhankuta or Ilam and continue locally to reach Tin Talaay Waterfall.",15,A triple-tiered waterfall cascading beautifully through forested hills.,Tin talaay waterfall\download (1).jpeg; Tin talaay waterfall\download (2).jpeg; Tin talaay waterfall\download (3).jpeg; Tin talaay waterfall\download (5).jpeg; Tin talaay waterfall\download.jpeg,4.6,12.6,Very Low
117,gorkhe,ilam,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Ilam Bazaar and local trails,27.005,88.015,1,"Gorkhe is a rural settlement in eastern Nepal, known for its agricultural lifestyle and cultural diversity. It reflects the simple charm of Himalayan villages, surrounded by terraced fields and forests","From Kathmandu, fly or drive to Taplejung and continue locally to Gorkhe village.",118,A quiet hill village offering peaceful views and rural life experience.,Gorkhe\download (1).jpeg; Gorkhe\download (2).jpeg; Gorkhe\download (3).jpeg; Gorkhe\download (4).jpeg; Gorkhe\download.jpeg,4,29.7,Low
118,jamuna,ilam,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Ilam Bazaar and local trails,27.01,88.02,1,"Jamuna is a rural settlement in eastern Nepal, surrounded by terraced fields and forests. It reflects traditional farming lifestyles and is known for its peaceful environment and cultural diversity.","From Kathmandu, travel toward Ilam District and continue to Jamuna village viewpoint area.",113,A hidden gem for sunrise views and tranquil natural surroundings.,Gangajamuna\download (1).jpeg; Gangajamuna\download (2).jpeg; Gangajamuna\download (3).jpeg; Gangajamuna\download (4).jpeg; Gangajamuna\download.jpeg,3.9,28.4,Low
119,jogmai,ilam,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Ilam Bazaar and local trails,27.015,88.025,1,"Jogmai in Ilam district is a scenic village famous for its tea gardens and cultural richness. It is a harmonious blend of Rai, Limbu, and other ethnic communities, offering authentic eastern Nepali experiences.","From Kathmandu, travel toward Ilam District and continue locally to Jogmai settlement.",134,"Known for its green hills and calm, refreshing atmosphere.",Jogmai\download (1).jpeg; Jogmai\download (2).jpeg; Jogmai\download (3).jpeg; Jogmai\download (5).jpeg; Jogmai\download.jpeg,4.1,33.7,Low
120,mabu,morang,"March–May, Sep–Nov","Hills, Nature, Rural",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Biratnagar and local trails,26.6000°,87.3000°,1,"Mabu is a village in Ilam district, located near the Singalila Ridge. It is known for its natural beauty, tea cultivation, and cultural diversity, making it a serene destination for visitors.","From Kathmandu, travel toward Ilam District and continue toward Mabu village area.",720,A remote yet picturesque mountain village with rich local culture.,Mabu\download (1).jpeg; Mabu\download (2).jpeg; Mabu\download (3).jpeg; Mabu\download (4).jpeg; Mabu\download.jpeg,4.4,35.5,Moderate
121,maimajhuwa,morang,"March–May, Sep–Nov","Hills, Rural, Nature",Natural Attractions,"Trekking, Rural exploration, Photography",Moderate,Road access via Biratnagar and local trails,26.6050°,87.3050°,1,Maimajhuwa in Ilam is a picturesque settlement surrounded by tea gardens and hills. It is a peaceful village reflecting traditional lifestyles and offering scenic views of the eastern Himalayas.,"From Kathmandu, travel toward Ilam District and continue uphill to Maimajhuwa village.",127,A peaceful community near Ilam’s scenic tea hills and viewpoints.,Maimajhuwa\download (1).jpeg; Maimajhuwa\download (2).jpeg; Maimajhuwa\download (3).jpeg; Maimajhuwa\download.jpeg; Maimajhuwa\images.jpeg,3.9,31.9,Low
